datetime,time,movement,duringSleep
2013-05-01 21:10:21,1367457021,6.0,False
2013-05-01 21:12:01,1367457121,6.0,False
2013-05-01 21:14:01,1367457241,7.0,False
2013-05-01 21:16:01,1367457361,5.0,False
2013-05-01 21:18:01,1367457481,0.0,False
2013-05-01 21:20:01,1367457601,1.0,False
2013-05-01 21:22:01,1367457721,1.0,False
2013-05-01 21:24:01,1367457841,3.0,False
2013-05-01 21:26:01,1367457961,0.0,False
2013-05-01 21:28:01,1367458081,1.0,False
2013-05-01 21:30:01,1367458201,1.0,False
2013-05-01 21:32:01,1367458321,0.0,False
2013-05-01 21:35:02,1367458502,1.0,False
2013-05-01 21:38:48,1367458728,1.0,False
2013-05-01 21:40:31,1367458831,0.0,False
2013-05-01 21:42:31,1367458951,0.0,False
2013-05-01 21:44:31,1367459071,0.0,False
2013-05-01 21:46:31,1367459191,0.0,False
2013-05-01 21:48:31,1367459311,1.0,False
2013-05-01 21:50:31,1367459431,0.0,False
2013-05-01 21:52:31,1367459551,0.0,False
2013-05-01 21:54:31,1367459671,1.0,False
2013-05-01 21:56:31,1367459791,5.0,False
2013-05-01 21:58:31,1367459911,2.0,False
2013-05-01 22:00:31,1367460031,5.0,False
2013-05-01 22:02:31,1367460151,5.0,False
2013-05-01 22:04:32,1367460272,1.0,False
2013-05-01 22:06:31,1367460391,0.0,False
2013-05-01 22:08:31,1367460511,0.0,False
2013-05-01 22:10:31,1367460631,1.0,False
2013-05-01 22:12:32,1367460752,1.0,False
2013-05-01 22:14:31,1367460871,0.0,False
2013-05-01 22:16:31,1367460991,0.0,False
2013-05-01 22:18:31,1367461111,0.0,False
2013-05-01 22:20:31,1367461231,1.0,False
2013-05-01 22:22:31,1367461351,0.0,False
2013-05-01 22:24:31,1367461471,1.0,False
2013-05-01 22:26:31,1367461591,0.0,False
2013-05-01 22:28:31,1367461711,0.0,False
2013-05-01 22:30:31,1367461831,1.0,False
2013-05-01 22:32:31,1367461951,1.0,False
2013-05-01 22:34:31,1367462071,0.0,False
2013-05-01 22:36:31,1367462191,0.0,False
2013-05-01 22:38:31,1367462311,1.0,False
2013-05-01 22:40:31,1367462431,0.0,False
2013-05-01 22:42:31,1367462551,1.0,False
2013-05-01 22:44:31,1367462671,1.0,False
2013-05-01 22:46:31,1367462791,0.0,False
2013-05-01 22:48:31,1367462911,1.0,False
2013-05-01 22:50:31,1367463031,1.0,False
2013-05-01 22:52:31,1367463151,1.0,False
2013-05-01 22:54:31,1367463271,1.0,False
2013-05-01 22:56:31,1367463391,1.0,False
2013-05-01 22:58:31,1367463511,1.0,False
2013-05-01 23:00:32,1367463632,5.0,False
2013-05-01 23:02:31,1367463751,4.0,False
2013-05-01 23:04:31,1367463871,1.0,False
2013-05-01 23:06:31,1367463991,0.0,False
2013-05-01 23:08:31,1367464111,0.0,False
2013-05-01 23:10:31,1367464231,0.0,False
2013-05-01 23:12:31,1367464351,1.0,False
2013-05-01 23:14:31,1367464471,0.0,False
2013-05-01 23:16:31,1367464591,0.0,False
2013-05-01 23:18:31,1367464711,0.0,False
2013-05-01 23:20:31,1367464831,0.0,False
2013-05-01 23:22:31,1367464951,0.0,False
2013-05-01 23:24:31,1367465071,0.0,False
2013-05-01 23:26:31,1367465191,0.0,False
2013-05-01 23:28:31,1367465311,0.0,False
2013-05-01 23:30:31,1367465431,0.0,False
2013-05-01 23:32:31,1367465551,0.0,False
2013-05-01 23:34:31,1367465671,0.0,False
2013-05-01 23:36:31,1367465791,0.0,False
2013-05-01 23:38:31,1367465911,0.0,False
2013-05-01 23:40:31,1367466031,0.0,False
2013-05-01 23:42:31,1367466151,0.0,False
2013-05-01 23:44:31,1367466271,0.0,False
2013-05-01 23:46:31,1367466391,0.0,False
2013-05-01 23:48:31,1367466511,0.0,False
2013-05-01 23:50:31,1367466631,0.0,False
2013-05-01 23:52:31,1367466751,0.0,False
2013-05-01 23:54:31,1367466871,0.0,False
2013-05-01 23:56:31,1367466991,0.0,False
2013-05-01 23:58:31,1367467111,0.0,False
2013-05-02 00:00:31,1367467231,0.0,False
2013-05-02 00:02:31,1367467351,0.0,False
2013-05-02 00:04:31,1367467471,0.0,False
2013-05-02 00:06:31,1367467591,0.0,False
2013-05-02 00:08:31,1367467711,0.0,False
2013-05-02 00:10:31,1367467831,0.0,False
2013-05-02 00:12:31,1367467951,0.0,False
2013-05-02 00:14:31,1367468071,0.0,False
2013-05-02 00:16:31,1367468191,0.0,False
2013-05-02 00:18:31,1367468311,0.0,False
2013-05-02 00:20:31,1367468431,0.0,False
2013-05-02 00:22:31,1367468551,0.0,False
2013-05-02 00:24:31,1367468671,0.0,False
2013-05-02 00:26:31,1367468791,0.0,False
2013-05-02 00:28:31,1367468911,0.0,False
2013-05-02 00:30:31,1367469031,0.0,False
2013-05-02 00:32:31,1367469151,0.0,False
2013-05-02 00:34:31,1367469271,0.0,False
2013-05-02 00:36:31,1367469391,0.0,False
2013-05-02 00:38:31,1367469511,0.0,False
2013-05-02 00:40:31,1367469631,0.0,False
2013-05-02 00:42:31,1367469751,0.0,False
2013-05-02 00:44:31,1367469871,0.0,False
2013-05-02 00:46:31,1367469991,0.0,False
2013-05-02 00:48:31,1367470111,0.0,False
2013-05-02 00:50:31,1367470231,0.0,False
2013-05-02 00:52:31,1367470351,0.0,False
2013-05-02 00:54:31,1367470471,0.0,False
2013-05-02 00:56:31,1367470591,0.0,False
2013-05-02 00:58:31,1367470711,0.0,False
2013-05-02 01:00:31,1367470831,0.0,False
2013-05-02 01:02:31,1367470951,0.0,False
2013-05-02 01:04:31,1367471071,0.0,True
2013-05-02 01:06:31,1367471191,0.0,True
2013-05-02 01:08:31,1367471311,0.0,True
2013-05-02 01:10:31,1367471431,0.0,True
2013-05-02 01:12:31,1367471551,0.0,True
2013-05-02 01:14:31,1367471671,0.0,True
2013-05-02 01:16:31,1367471791,0.0,True
2013-05-02 01:18:31,1367471911,0.0,True
2013-05-02 01:20:31,1367472031,0.0,True
2013-05-02 01:22:31,1367472151,0.0,True
2013-05-02 01:24:31,1367472271,0.0,True
2013-05-02 01:26:31,1367472391,0.0,True
2013-05-02 01:28:31,1367472511,0.0,True
2013-05-02 01:30:31,1367472631,0.0,True
2013-05-02 01:32:31,1367472751,0.0,True
2013-05-02 01:34:31,1367472871,0.0,True
2013-05-02 01:36:31,1367472991,0.0,True
2013-05-02 01:38:31,1367473111,0.0,True
2013-05-02 01:40:31,1367473231,0.0,True
2013-05-02 01:42:31,1367473351,0.0,True
2013-05-02 01:44:31,1367473471,0.0,True
2013-05-02 01:46:31,1367473591,0.0,True
2013-05-02 01:48:31,1367473711,0.0,True
2013-05-02 01:50:31,1367473831,0.0,True
2013-05-02 01:52:31,1367473951,0.0,True
2013-05-02 01:54:31,1367474071,0.0,True
2013-05-02 01:56:31,1367474191,0.0,True
2013-05-02 01:58:31,1367474311,0.0,True
2013-05-02 02:00:31,1367474431,0.0,True
2013-05-02 02:02:31,1367474551,0.0,True
2013-05-02 02:04:31,1367474671,0.0,True
2013-05-02 02:06:31,1367474791,0.0,True
2013-05-02 02:08:31,1367474911,0.0,True
2013-05-02 02:10:31,1367475031,0.0,True
2013-05-02 02:12:31,1367475151,0.0,True
2013-05-02 02:14:31,1367475271,0.0,True
2013-05-02 02:16:31,1367475391,0.0,True
2013-05-02 02:18:31,1367475511,0.0,True
2013-05-02 02:20:31,1367475631,0.0,True
2013-05-02 02:22:31,1367475751,0.0,True
2013-05-02 02:24:31,1367475871,0.0,True
2013-05-02 02:26:31,1367475991,0.0,True
2013-05-02 02:28:31,1367476111,0.0,True
2013-05-02 02:30:31,1367476231,0.0,True
2013-05-02 02:32:31,1367476351,0.0,True
2013-05-02 02:34:31,1367476471,0.0,True
2013-05-02 02:36:31,1367476591,0.0,True
2013-05-02 02:38:31,1367476711,0.0,True
2013-05-02 02:40:31,1367476831,0.0,True
2013-05-02 02:42:31,1367476951,0.0,True
2013-05-02 02:44:31,1367477071,0.0,True
2013-05-02 02:46:31,1367477191,0.0,True
2013-05-02 02:48:31,1367477311,0.0,True
2013-05-02 02:50:31,1367477431,0.0,True
2013-05-02 02:52:31,1367477551,0.0,True
2013-05-02 02:54:31,1367477671,0.0,True
2013-05-02 02:56:31,1367477791,0.0,True
2013-05-02 02:58:31,1367477911,0.0,True
2013-05-02 03:00:31,1367478031,0.0,True
2013-05-02 03:02:31,1367478151,0.0,True
2013-05-02 03:04:31,1367478271,0.0,True
2013-05-02 03:06:31,1367478391,0.0,True
2013-05-02 03:08:31,1367478511,0.0,True
2013-05-02 03:10:31,1367478631,0.0,True
2013-05-02 03:12:31,1367478751,0.0,True
2013-05-02 03:14:31,1367478871,0.0,True
2013-05-02 03:16:31,1367478991,0.0,True
2013-05-02 03:18:31,1367479111,0.0,True
2013-05-02 03:20:31,1367479231,0.0,True
2013-05-02 03:22:31,1367479351,0.0,True
2013-05-02 03:24:31,1367479471,0.0,True
2013-05-02 03:26:31,1367479591,0.0,True
2013-05-02 03:28:31,1367479711,0.0,True
2013-05-02 03:30:31,1367479831,0.0,True
2013-05-02 03:32:31,1367479951,0.0,True
2013-05-02 03:34:31,1367480071,0.0,True
2013-05-02 03:36:31,1367480191,0.0,True
2013-05-02 03:38:31,1367480311,0.0,True
2013-05-02 03:40:31,1367480431,0.0,True
2013-05-02 03:42:31,1367480551,0.0,True
2013-05-02 03:44:31,1367480671,0.0,True
2013-05-02 03:46:31,1367480791,0.0,True
2013-05-02 03:48:31,1367480911,0.0,True
2013-05-02 03:50:31,1367481031,0.0,True
2013-05-02 03:52:31,1367481151,0.0,True
2013-05-02 03:54:31,1367481271,0.0,True
2013-05-02 03:56:31,1367481391,0.0,True
2013-05-02 03:58:31,1367481511,0.0,True
2013-05-02 04:00:31,1367481631,0.0,True
2013-05-02 04:02:31,1367481751,0.0,True
2013-05-02 04:04:31,1367481871,0.0,True
2013-05-02 04:06:31,1367481991,0.0,True
2013-05-02 04:08:31,1367482111,0.0,True
2013-05-02 04:10:31,1367482231,0.0,True
2013-05-02 04:12:31,1367482351,0.0,True
2013-05-02 04:14:31,1367482471,0.0,True
2013-05-02 04:16:31,1367482591,0.0,True
2013-05-02 04:18:31,1367482711,0.0,True
2013-05-02 04:20:31,1367482831,0.0,True
2013-05-02 04:22:31,1367482951,0.0,True
2013-05-02 04:24:31,1367483071,0.0,True
2013-05-02 04:26:31,1367483191,0.0,True
2013-05-02 04:28:31,1367483311,0.0,True
2013-05-02 04:30:31,1367483431,0.0,True
2013-05-02 04:32:31,1367483551,0.0,True
2013-05-02 04:34:31,1367483671,0.0,True
2013-05-02 04:36:31,1367483791,0.0,True
2013-05-02 04:38:31,1367483911,0.0,True
2013-05-02 04:40:31,1367484031,0.0,True
2013-05-02 04:42:31,1367484151,0.0,True
2013-05-02 04:44:31,1367484271,0.0,True
2013-05-02 04:46:31,1367484391,0.0,True
2013-05-02 04:48:31,1367484511,0.0,True
2013-05-02 04:50:31,1367484631,0.0,True
2013-05-02 04:52:31,1367484751,0.0,True
2013-05-02 04:54:31,1367484871,0.0,True
2013-05-02 04:56:31,1367484991,0.0,True
2013-05-02 04:58:31,1367485111,0.0,True
2013-05-02 05:00:31,1367485231,0.0,True
2013-05-02 05:02:31,1367485351,0.0,True
2013-05-02 05:04:31,1367485471,0.0,True
2013-05-02 05:06:31,1367485591,0.0,True
2013-05-02 05:08:31,1367485711,0.0,True
2013-05-02 05:10:31,1367485831,0.0,True
2013-05-02 05:12:31,1367485951,0.0,True
2013-05-02 05:14:31,1367486071,0.0,True
2013-05-02 05:16:31,1367486191,0.0,True
2013-05-02 05:18:31,1367486311,0.0,True
2013-05-02 05:20:31,1367486431,0.0,True
2013-05-02 05:22:31,1367486551,0.0,True
2013-05-02 05:24:31,1367486671,0.0,True
2013-05-02 05:26:31,1367486791,0.0,True
2013-05-02 05:28:31,1367486911,0.0,True
2013-05-02 05:30:31,1367487031,0.0,True
2013-05-02 05:32:31,1367487151,0.0,True
2013-05-02 05:34:31,1367487271,0.0,True
2013-05-02 05:36:31,1367487391,0.0,True
2013-05-02 05:38:31,1367487511,0.0,True
2013-05-02 05:40:31,1367487631,0.0,True
2013-05-02 05:42:31,1367487751,0.0,True
2013-05-02 05:44:31,1367487871,0.0,True
2013-05-02 05:46:31,1367487991,0.0,True
2013-05-02 05:48:31,1367488111,0.0,True
2013-05-02 05:50:31,1367488231,0.0,True
2013-05-02 05:52:31,1367488351,0.0,True
2013-05-02 05:54:31,1367488471,0.0,True
2013-05-02 05:56:31,1367488591,0.0,True
2013-05-02 05:58:31,1367488711,0.0,True
2013-05-02 06:00:31,1367488831,0.0,True
2013-05-02 06:02:31,1367488951,0.0,True
2013-05-02 06:04:31,1367489071,0.0,True
2013-05-02 06:06:31,1367489191,0.0,True
2013-05-02 06:08:31,1367489311,0.0,True
2013-05-02 06:10:31,1367489431,0.0,True
2013-05-02 06:12:31,1367489551,0.0,True
2013-05-02 06:14:31,1367489671,0.0,True
2013-05-02 06:16:31,1367489791,0.0,True
2013-05-02 06:18:31,1367489911,0.0,True
2013-05-02 06:20:31,1367490031,0.0,True
2013-05-02 06:22:31,1367490151,0.0,True
2013-05-02 06:24:31,1367490271,0.0,True
2013-05-02 06:26:31,1367490391,0.0,True
2013-05-02 06:28:31,1367490511,0.0,True
2013-05-02 06:30:31,1367490631,0.0,True
2013-05-02 06:32:31,1367490751,0.0,True
2013-05-02 06:34:31,1367490871,0.0,True
2013-05-02 06:36:31,1367490991,0.0,True
2013-05-02 06:38:31,1367491111,0.0,True
2013-05-02 06:40:31,1367491231,0.0,True
2013-05-02 06:42:31,1367491351,0.0,True
2013-05-02 06:44:31,1367491471,0.0,True
2013-05-02 06:46:31,1367491591,0.0,True
2013-05-02 06:48:31,1367491711,0.0,True
2013-05-02 06:50:31,1367491831,0.0,True
2013-05-02 06:52:31,1367491951,0.0,True
2013-05-02 06:54:31,1367492071,0.0,True
2013-05-02 06:56:31,1367492191,0.0,True
2013-05-02 06:58:31,1367492311,0.0,True
2013-05-02 07:00:31,1367492431,0.0,True
2013-05-02 07:02:31,1367492551,0.0,True
2013-05-02 07:04:31,1367492671,0.0,True
2013-05-02 07:06:31,1367492791,0.0,True
2013-05-02 07:08:31,1367492911,0.0,True
2013-05-02 07:10:31,1367493031,0.0,True
2013-05-02 07:12:31,1367493151,0.0,True
2013-05-02 07:14:31,1367493271,0.0,True
2013-05-02 07:16:31,1367493391,0.0,True
2013-05-02 07:18:31,1367493511,0.0,True
2013-05-02 07:20:31,1367493631,0.0,True
2013-05-02 07:22:31,1367493751,0.0,True
2013-05-02 07:24:31,1367493871,0.0,True
2013-05-02 07:26:31,1367493991,0.0,True
2013-05-02 07:28:31,1367494111,0.0,True
2013-05-02 07:30:31,1367494231,0.0,True
2013-05-02 07:32:31,1367494351,0.0,True
2013-05-02 07:34:31,1367494471,0.0,True
2013-05-02 07:36:31,1367494591,0.0,True
2013-05-02 07:38:31,1367494711,0.0,True
2013-05-02 07:40:31,1367494831,0.0,True
2013-05-02 07:42:31,1367494951,0.0,True
2013-05-02 07:44:31,1367495071,0.0,True
2013-05-02 07:46:31,1367495191,0.0,True
2013-05-02 07:48:31,1367495311,0.0,True
2013-05-02 07:50:31,1367495431,0.0,True
2013-05-02 07:52:31,1367495551,0.0,True
2013-05-02 07:54:31,1367495671,0.0,True
2013-05-02 07:56:31,1367495791,0.0,True
2013-05-02 07:58:31,1367495911,0.0,True
2013-05-02 08:00:31,1367496031,0.0,True
2013-05-02 08:02:31,1367496151,0.0,True
2013-05-02 08:04:31,1367496271,0.0,True
2013-05-02 08:06:31,1367496391,0.0,True
2013-05-02 08:08:31,1367496511,0.0,True
2013-05-02 08:10:31,1367496631,0.0,True
2013-05-02 08:12:31,1367496751,0.0,True
2013-05-02 08:14:31,1367496871,0.0,True
2013-05-02 08:16:31,1367496991,0.0,True
2013-05-02 08:18:31,1367497111,0.0,True
2013-05-02 08:20:31,1367497231,0.0,True
2013-05-02 08:22:31,1367497351,0.0,True
2013-05-02 08:24:31,1367497471,0.0,True
2013-05-02 08:26:31,1367497591,0.0,True
2013-05-02 08:28:31,1367497711,0.0,True
2013-05-02 08:30:31,1367497831,0.0,True
2013-05-02 08:32:31,1367497951,0.0,True
2013-05-02 08:34:31,1367498071,0.0,True
2013-05-02 08:36:31,1367498191,0.0,True
2013-05-02 08:38:31,1367498311,0.0,True
2013-05-02 08:40:31,1367498431,0.0,True
2013-05-02 08:42:31,1367498551,0.0,True
2013-05-02 08:44:31,1367498671,0.0,True
2013-05-02 08:46:31,1367498791,0.0,True
2013-05-02 08:48:31,1367498911,0.0,True
2013-05-02 08:50:31,1367499031,0.0,True
2013-05-02 08:52:31,1367499151,0.0,True
2013-05-02 08:54:31,1367499271,0.0,True
2013-05-02 08:56:31,1367499391,0.0,True
2013-05-02 08:58:31,1367499511,0.0,True
2013-05-02 09:00:31,1367499631,0.0,True
2013-05-02 09:02:31,1367499751,0.0,True
2013-05-02 09:04:31,1367499871,0.0,True
2013-05-02 09:06:31,1367499991,0.0,True
2013-05-02 09:08:31,1367500111,0.0,True
2013-05-02 09:10:31,1367500231,0.0,True
2013-05-02 09:12:31,1367500351,0.0,True
2013-05-02 09:14:31,1367500471,0.0,True
2013-05-02 09:16:31,1367500591,0.0,True
2013-05-02 09:18:31,1367500711,0.0,True
2013-05-02 09:20:31,1367500831,0.0,True
2013-05-02 09:22:31,1367500951,0.0,True
2013-05-02 09:24:31,1367501071,0.0,True
2013-05-02 09:26:31,1367501191,0.0,True
2013-05-02 09:28:31,1367501311,0.0,True
2013-05-02 09:30:31,1367501431,0.0,True
2013-05-02 09:32:31,1367501551,0.0,True
2013-05-02 09:34:31,1367501671,0.0,True
2013-05-02 09:36:31,1367501791,0.0,True
2013-05-02 09:38:31,1367501911,0.0,True
2013-05-02 09:40:31,1367502031,0.0,True
2013-05-02 09:42:31,1367502151,0.0,True
2013-05-02 09:44:31,1367502271,0.0,True
2013-05-02 09:46:31,1367502391,0.0,True
2013-05-02 09:48:31,1367502511,0.0,True
2013-05-02 09:50:31,1367502631,0.0,True
2013-05-02 09:52:31,1367502751,0.0,True
2013-05-02 09:54:31,1367502871,0.0,True
2013-05-02 09:56:31,1367502991,0.0,True
2013-05-02 10:00:00,1367503200,0.0,True
2013-05-02 10:02:00,1367503320,0.0,True
2013-05-02 10:04:00,1367503440,0.0,True
2013-05-02 10:06:00,1367503560,1.0,True
2013-05-02 10:08:00,1367503680,0.0,True
2013-05-02 10:10:00,1367503800,0.0,True
2013-05-02 10:12:00,1367503920,0.0,True
2013-05-02 10:14:00,1367504040,0.0,True
2013-05-02 10:16:00,1367504160,0.0,True
2013-05-02 10:18:00,1367504280,0.0,True
2013-05-02 10:20:00,1367504400,1.0,True
2013-05-02 10:22:00,1367504520,0.0,False
2013-05-02 10:24:00,1367504640,0.0,False
2013-05-02 10:26:00,1367504760,0.0,False
2013-05-02 10:28:00,1367504880,0.0,False
2013-05-02 10:30:00,1367505000,0.0,False
2013-05-02 10:32:00,1367505120,0.0,False
2013-05-02 10:34:00,1367505240,0.0,False
2013-05-02 10:36:00,1367505360,0.0,False
2013-05-02 10:38:00,1367505480,0.0,False
2013-05-02 10:40:00,1367505600,0.0,False
2013-05-02 10:42:00,1367505720,0.0,False
2013-05-02 10:44:00,1367505840,0.0,False
2013-05-02 10:46:00,1367505960,0.0,False
2013-05-02 10:48:00,1367506080,0.0,False
2013-05-02 10:50:00,1367506200,0.0,False
2013-05-02 10:52:00,1367506320,0.0,False
2013-05-02 10:54:00,1367506440,0.0,False
2013-05-02 10:56:00,1367506560,0.0,False
2013-05-02 10:58:00,1367506680,0.0,False
2013-05-02 11:00:00,1367506800,0.0,False
2013-05-02 11:02:00,1367506920,0.0,False
2013-05-02 11:04:00,1367507040,0.0,False
2013-05-02 11:06:00,1367507160,0.0,False
2013-05-02 11:08:00,1367507280,0.0,False
2013-05-02 11:10:00,1367507400,0.0,False
2013-05-02 11:12:00,1367507520,1.0,False
2013-05-02 11:14:00,1367507640,0.0,False
2013-05-02 11:16:00,1367507760,0.0,False
2013-05-02 11:18:00,1367507880,0.0,False
2013-05-02 11:20:00,1367508000,0.0,False
2013-05-02 11:22:00,1367508120,0.0,False
2013-05-02 11:24:00,1367508240,0.0,False
2013-05-02 11:26:00,1367508360,0.0,False
2013-05-02 11:28:00,1367508480,0.0,False
2013-05-02 11:30:00,1367508600,1.0,False
2013-05-02 11:32:00,1367508720,0.0,False
2013-05-02 11:34:00,1367508840,0.0,False
2013-05-02 11:36:00,1367508960,0.0,False
2013-05-02 11:38:00,1367509080,0.0,False
2013-05-02 11:40:00,1367509200,1.0,False
2013-05-02 11:42:00,1367509320,0.0,False
2013-05-02 11:44:00,1367509440,0.0,False
2013-05-02 11:46:00,1367509560,0.0,False
2013-05-02 11:48:00,1367509680,0.0,False
2013-05-02 11:50:00,1367509800,0.0,False
2013-05-02 11:52:00,1367509920,0.0,False
2013-05-02 11:54:00,1367510040,0.0,False
2013-05-02 11:56:00,1367510160,0.0,False
2013-05-02 11:58:00,1367510280,0.0,False
2013-05-02 12:00:00,1367510400,0.0,False
2013-05-02 12:02:00,1367510520,0.0,False
2013-05-02 12:04:00,1367510640,0.0,False
2013-05-02 12:06:00,1367510760,0.0,False
2013-05-02 12:08:00,1367510880,0.0,False
2013-05-02 12:10:00,1367511000,0.0,False
2013-05-02 12:44:36,1367513076,3.0,False
2013-05-02 12:46:18,1367513178,3.0,False
2013-05-02 12:48:18,1367513298,2.0,False
2013-05-02 12:52:19,1367513539,1.0,False
2013-05-02 12:54:19,1367513659,1.0,False
2013-05-02 12:56:19,1367513779,1.0,False
2013-05-02 12:58:19,1367513899,2.0,False
2013-05-02 13:00:19,1367514019,1.0,False
2013-05-02 13:02:19,1367514139,2.0,False
2013-05-02 13:04:19,1367514259,1.0,False
2013-05-02 13:06:19,1367514379,1.0,False
2013-05-02 13:08:19,1367514499,1.0,False
2013-05-02 13:10:19,1367514619,0.0,False
2013-05-02 13:12:19,1367514739,1.0,False
2013-05-02 13:14:19,1367514859,1.0,False
2013-05-02 13:16:20,1367514980,1.0,False
2013-05-02 13:18:19,1367515099,2.0,False
2013-05-02 13:20:20,1367515220,1.0,False
2013-05-02 13:22:20,1367515340,0.0,False
2013-05-02 13:24:19,1367515459,1.0,False
2013-05-02 13:26:19,1367515579,0.0,False
2013-05-02 13:28:20,1367515700,1.0,False
2013-05-02 13:30:19,1367515819,0.0,False
2013-05-02 13:32:19,1367515939,0.0,False
2013-05-02 13:34:20,1367516060,2.0,False
2013-05-02 13:36:20,1367516180,0.0,False
2013-05-02 13:38:19,1367516299,0.0,False
2013-05-02 13:40:20,1367516420,0.0,False
2013-05-02 13:42:19,1367516539,1.0,False
2013-05-02 13:44:19,1367516659,2.0,False
2013-05-02 13:46:19,1367516779,3.0,False
2013-05-02 13:48:19,1367516899,1.0,False
2013-05-02 13:50:19,1367517019,1.0,False
2013-05-02 13:52:20,1367517140,1.0,False
2013-05-02 13:54:19,1367517259,1.0,False
2013-05-02 13:56:19,1367517379,0.0,False
2013-05-02 13:58:19,1367517499,1.0,False
2013-05-02 14:00:19,1367517619,1.0,False
2013-05-02 14:02:19,1367517739,1.0,False
2013-05-02 14:04:19,1367517859,2.0,False
2013-05-02 14:06:20,1367517980,3.0,False
2013-05-02 15:59:06,1367524746,1.0,False
2013-05-02 16:00:48,1367524848,2.0,False
2013-05-02 16:02:49,1367524969,3.0,False
2013-05-02 16:04:48,1367525088,3.0,False
2013-05-02 16:06:48,1367525208,3.0,False
2013-05-02 16:08:48,1367525328,1.0,False
2013-05-02 16:10:48,1367525448,1.0,False
2013-05-02 16:12:48,1367525568,1.0,False
2013-05-02 16:14:48,1367525688,0.0,False
2013-05-02 16:16:48,1367525808,0.0,False
2013-05-02 16:18:49,1367525929,0.0,False
2013-05-02 16:20:48,1367526048,0.0,False
2013-05-02 16:22:48,1367526168,1.0,False
2013-05-02 16:24:48,1367526288,3.0,False
2013-05-02 16:26:48,1367526408,3.0,False
2013-05-02 16:28:48,1367526528,1.0,False
2013-05-02 16:30:48,1367526648,4.0,False
2013-05-02 16:32:48,1367526768,1.0,False
2013-05-02 16:34:48,1367526888,0.0,False
2013-05-02 16:36:48,1367527008,0.0,False
